Expected_jobs,City,State
6624,Roseland,Indiana
1245,Scotland,Indiana
8877,New Trenton,Indiana
2891,Dayton,Indiana
8457,New Pekin,Indiana
1398,Macy,Indiana
14583,Brooklyn,Indiana
23393,Southport,Indiana
2398,New Harmony,Indiana
15867,Jeffersonville,Indiana
517,Ambia,Indiana
10473,Scipio,Indiana
18661,Ingalls,Indiana
12043,Trafalgar,Indiana
1472,Roann,Indiana
2757,Montmorenci,Indiana
1600,Burket,Indiana
752,Elnora,Indiana
7534,Aberdeen,Indiana
1015,Bruceville,Indiana
1885,St. Bernice,Indiana
2656,Bluffton,Indiana
3615,Nashville,Indiana
1558,Greensburg,Indiana
2013,Ridgeville,Indiana
12501,Pendleton,Indiana
1980,Toad Hop,Indiana
3160,Kingsford Heights,Indiana
4603,Chandler,Indiana
8926,Wheeler,Indiana
2752,Williamsport,Indiana
2365,Freetown,Indiana
7756,Martinsville,Indiana
1494,Versailles,Indiana
725,Mitchell,Indiana
1678,Monroe,Indiana
2105,Albany,Indiana
1039,Holton,Indiana
995,Cayuga,Indiana
7130,Frankton,Indiana
7276,Chesterton,Indiana
8054,Lakes of the Four Seasons,Indiana
24173,Indianapolis,Indiana
2650,Monticello,Indiana
1316,North Judson,Indiana
5156,Monroeville,Indiana
4160,Walkerton,Indiana
23599,Clermont,Indiana
36710,East Chicago,Indiana
2234,Bedford,Indiana
2758,Howe,Indiana
1090,Bicknell,Indiana
2359,Sims,Indiana
2074,Rushville,Indiana
2203,Elizabethtown,Indiana
3065,Fowlerton,Indiana
1374,Deputy,Indiana
1236,Clarksburg,Indiana
2085,Kokomo,Indiana
15718,Sellersburg,Indiana
1853,Coalmont,Indiana
1328,Fremont,Indiana
460,Earl Park,Indiana
2188,Ellettsville,Indiana
2429,Jonesboro,Indiana
4066,Lynnville,Indiana
3074,Attica,Indiana
1713,Straughn,Indiana
3355,La Crosse,Indiana
2290,Etna Green,Indiana
10580,Crown Point,Indiana
633,Odon,Indiana
6613,Mount Carmel,Indiana
2933,Spiceland,Indiana
4576,Dillsboro,Indiana
1941,Clinton,Indiana
19379,Greenfield,Indiana
3859,Shipshewana,Indiana
2323,Fredericksburg,Indiana
1989,Montpelier,Indiana
16409,Greendale,Indiana
23483,Homecroft,Indiana
22397,Spring Lake,Indiana
998,Millhousen,Indiana
3879,Taylorsville,Indiana
3302,Mulberry,Indiana
1082,Crane,Indiana
3803,Windfall City,Indiana
6600,Patriot,Indiana
779,Paoli,Indiana
3444,Owensville,Indiana
949,Morocco,Indiana
7536,North Salem,Indiana
8954,Winfield,Indiana
4857,Mount Auburn,Indiana
1802,Shelburn,Indiana
5736,Columbia City,Indiana
1097,Dale,Indiana
8821,Kirklin,Indiana
1309,Hanover,Indiana
2366,Roselawn,Indiana
2676,Hagerstown,Indiana
2938,Lafayette,Indiana
891,Buffalo,Indiana
5727,Garrett,Indiana
4818,Albion,Indiana
39502,Whiting,Indiana
8224,Burns Harbor,Indiana
467,Kentland,Indiana
1983,Staunton,Indiana
3676,Poseyville,Indiana
5600,Kempton,Indiana
914,Waveland,Indiana
1126,Bryant,Indiana
2948,Wheatfield,Indiana
1048,Alfordsville,Indiana
1703,Cambridge City,Indiana
1780,Hymera,Indiana
3507,Carthage,Indiana
2270,Richmond,Indiana
1061,Plainville,Indiana
5613,Avilla,Indiana
10576,Hobart,Indiana
1115,Freelandville,Indiana
20301,Fortville,Indiana
574,Leavenworth,Indiana
812,Burnettsville,Indiana
1703,Hudson,Indiana
944,Covington,Indiana
3283,Butler,Indiana
10059,Edgewood,Indiana
5189,Orestes,Indiana
1886,Greens Fork,Indiana
2370,Harrodsburg,Indiana
1686,East Germantown,Indiana
2460,Reynolds,Indiana
2847,Wingate,Indiana
12145,Crandall,Indiana
861,Ferdinand,Indiana
3639,Mount Vernon,Indiana
1955,Shepardsville,Indiana
4126,Parkers Settlement,Indiana
9251,Portage,Indiana
6807,Goshen,Indiana
2942,West Lafayette,Indiana
2812,Bainbridge,Indiana
1839,Worthington,Indiana
1582,Warren,Indiana
1424,Crothersville,Indiana
515,Brook,Indiana
2733,Yeoman,Indiana
1252,Washington,Indiana
5050,Stilesville,Indiana
830,Huntingburg,Indiana
813,Remington,Indiana
9509,Laconia,Indiana
10016,Ogden Dunes,Indiana
1953,Terre Haute,Indiana
3459,Huntington,Indiana
662,Medaryville,Indiana
7485,Jamestown,Indiana
2937,Cromwell,Indiana
14804,Lanesville,Indiana
2618,Moores Hill,Indiana
3552,Koontz Lake,Indiana
2186,Farmland,Indiana
3916,Cadiz,Indiana
1523,Austin,Indiana
1328,Kingman,Indiana
3876,Evansville,Indiana
964,Georgetown,Indiana
1992,Seymour,Indiana
1435,Argos,Indiana
18930,New Whiteland,Indiana
2335,Somerset,Indiana
924,Holland,Indiana
4872,Westville,Indiana
1530,Veedersburg,Indiana
3684,Mackey,Indiana
991,Perrysville,Indiana
12134,Borden,Indiana
4983,North Liberty,Indiana
1472,Clear Lake,Indiana
24354,North Crows Nest,Indiana
7614,Dune Acres,Indiana
752,Raglesville,Indiana
3047,Colburn,Indiana
547,Linton,Indiana
1094,Montgomery,Indiana
2020,Brazil,Indiana
660,Alton,Indiana
1076,Sandborn,Indiana
1469,Batesville,Indiana
2262,Oolitic,Indiana
864,Fowler,Indiana
2386,Dunreith,Indiana
1929,New Goshen,Indiana
1841,Galveston,Indiana
3252,Blountsville,Indiana
5391,Hamlet,Indiana
1485,Wolcott,Indiana
3059,Springport,Indiana
1470,Princeton,Indiana
4214,Shelby,Indiana
2493,Bourbon,Indiana
2874,Hope,Indiana
3511,Rossville,Indiana
13945,Cicero,Indiana
637,Monon,Indiana
21980,New Palestine,Indiana
1467,Oldenburg,Indiana
4150,Frankfort,Indiana
1406,Wabash,Indiana
2386,Mier,Indiana
10643,Cedar Lake,Indiana
655,Francesville,Indiana
1086,Salamonia,Indiana
989,Otwell,Indiana
22046,Avon,Indiana
984,Burns City,Indiana
5344,Huntertown,Indiana
1519,Mentone,Indiana
6965,Bristol,Indiana
30280,Highland,Indiana
1143,Union City,Indiana
15900,Bargersville,Indiana
23216,Fishers,Indiana
10679,Atlanta,Indiana
1092,Salem,Indiana
3010,Eaton,Indiana
625,Boswell,Indiana
0,Van Bibber Lake,Indiana
2442,Sweetser,Indiana
4899,Markle,Indiana
1303,Little York,Indiana
15975,Utica,Indiana
15200,Schererville,Indiana
1973,Fairview Park,Indiana
1691,Ashley,Indiana
647,English,Indiana
1558,Hamilton,Indiana
24383,Crows Nest,Indiana
1756,Bloomfield,Indiana
1360,Laurel,Indiana
15978,Griffith,Indiana
2625,Winchester,Indiana
1815,Onward,Indiana
1112,Edwardsport,Indiana
1244,Knox,Indiana
3819,Tennyson,Indiana
2741,Hartsville,Indiana
24270,Williams Creek,Indiana
2079,Fontanet,Indiana
1034,Ragsdale,Indiana
472,Goodland,Indiana
3751,Greensboro,Indiana
1060,Dubois,Indiana
944,Canaan,Indiana
3777,Camden,Indiana
2658,Pine Village,Indiana
34131,Munster,Indiana
2150,Winona Lake,Indiana
2056,Knightsville,Indiana
2292,Westport,Indiana
2927,Newtown,Indiana
14464,Memphis,Indiana
1875,Lynn,Indiana
1880,Riley,Indiana
7121,Nappanee,Indiana
1951,Russiaville,Indiana
1939,Universal,Indiana
2658,Larwill,Indiana
8959,Palmyra,Indiana
1737,Oakland City,Indiana
0,Dresser,Indiana
2300,Francisco,Indiana
10496,New Salisbury,Indiana
5289,New Carlisle,Indiana
17647,Mooresville,Indiana
20975,Westfield,Indiana
369,Lidderdale,Iowa
615,Sioux Rapids,Iowa
748,Marble Rock,Iowa
428,Gillett Grove,Iowa
477,Crawfordsville,Iowa
3146,Alburnett,Iowa
607,Callender,Iowa
271,Stanton,Iowa
388,Aurora,Iowa
597,Knierim,Iowa
206,Sexton,Iowa
935,East Peru,Iowa
4623,Fairfax,Iowa
328,Jamaica,Iowa
333,Sanborn,Iowa
188,Washta,Iowa
0,Miller,Iowa
232,Rodman,Iowa
552,Eldon,Iowa
202,Mount Ayr,Iowa
517,Melvin,Iowa
511,Ireton,Iowa
369,Panama,Iowa
532,Hull,Iowa
748,New London,Iowa
335,St. Olaf,Iowa
395,Jackson Junction,Iowa
3748,Luther,Iowa
454,Stacyville,Iowa
1668,Pilot Mound,Iowa
659,Ainsworth,Iowa
5403,Neola,Iowa
10476,Pacific Junction,Iowa
1976,Kalona,Iowa
533,Bussey,Iowa
317,Monona,Iowa
411,Templeton,Iowa
248,Whittemore,Iowa
94,Turin,Iowa
10080,Mineola,Iowa
325,Griswold,Iowa
1991,Waterloo,Iowa
836,Rockford,Iowa
656,Wahpeton,Iowa
981,Kamrar,Iowa
2014,Sergeant Bluff,Iowa
758,St. Paul,Iowa
8094,Grimes,Iowa
1455,Bennett,Iowa
188,Cushing,Iowa
491,Bonaparte,Iowa
643,Granville,Iowa
470,Hillsboro,Iowa
1221,Lambs Grove,Iowa
441,Keota,Iowa
786,Allison,Iowa
305,Menlo,Iowa
335,Murray,Iowa
225,Mallard,Iowa
2527,Wilton,Iowa
2898,Redfield,Iowa
1955,Denver,Iowa
304,Ellston,Iowa
365,Chariton,Iowa
254,Hansell,Iowa
661,Luzerne,Iowa
326,Little Sioux,Iowa
184,Redding,Iowa
451,Luana,Iowa
1914,Cedar Falls,Iowa
1506,Peosta,Iowa
245,Le Roy,Iowa
341,South English,Iowa
4075,DeWitt,Iowa
237,Rathbun,Iowa
589,Le Grand,Iowa
4087,Donahue,Iowa
722,Wapello,Iowa
3527,Inwood,Iowa
2920,Coggon,Iowa
1351,Independence,Iowa
450,Clarence,Iowa
2166,West Liberty,Iowa
413,Westside,Iowa
1617,Balltown,Iowa
768,Keomah Village,Iowa
343,Guttenberg,Iowa
256,Elma,Iowa
5333,Mingo,Iowa
1238,St. Anthony,Iowa
1846,Conesville,Iowa
792,Maharishi Vedic City,Iowa
363,Mondamin,Iowa
516,Sutherland,Iowa
541,Olds,Iowa
410,Rossie,Iowa
755,Danville,Iowa
1325,Gilbert,Iowa
643,Hayfield,Iowa
1013,Geneva,Iowa
698,Donnellson,Iowa
459,Toronto,Iowa
4325,Princeton,Iowa
444,Osterdock,Iowa
857,Lehigh,Iowa
726,Fort Dodge,Iowa
433,Grand Junction,Iowa
7373,Missouri Valley,Iowa
480,Lockridge,Iowa
325,Livermore,Iowa
349,Harper,Iowa
803,Thornton,Iowa
745,Rockwell,Iowa
1418,Brandon,Iowa
223,Schleswig,Iowa
8365,Elkhart,Iowa
299,Coin,Iowa
288,Bradford,Iowa
1537,St. Donatus,Iowa
1274,Kensett,Iowa
325,Lewis,Iowa
129,Pleasanton,Iowa
2048,Elk Run Heights,Iowa
1426,Zearing,Iowa
2106,Nevada,Iowa
1413,Muscatine,Iowa
668,Orleans,Iowa
296,Waterville,Iowa
303,Fontanelle,Iowa
319,Ladora,Iowa
1522,La Motte,Iowa
265,Arispe,Iowa
7486,Woodward,Iowa
2848,Vinton,Iowa
602,Montezuma,Iowa
258,Exline,Iowa
4248,Long Grove,Iowa
415,Greene,Iowa
341,Elk Horn,Iowa
656,Okoboji,Iowa
388,Center Junction,Iowa
626,Ocheyedan,Iowa
613,Manson,Iowa
369,North English,Iowa
386,Winfield,Iowa
768,Haverhill,Iowa
339,Defiance,Iowa
459,Odebolt,Iowa
312,Carbon,Iowa
2990,Stone City,Iowa
372,Lanesboro,Iowa
441,Rockwell City,Iowa
373,What Cheer,Iowa
1344,Macedonia,Iowa
561,Moravia,Iowa
2674,Calamus,Iowa
1882,Climbing Hill,Iowa
399,Vail,Iowa
969,Aplington,Iowa
1554,Zwingle,Iowa
1596,Wheatland,Iowa
680,Aredale,Iowa
499,Union,Iowa
290,Keosauqua,Iowa
571,Hamilton,Iowa
237,Randalia,Iowa
7714,Windsor Heights,Iowa
392,Ida Grove,Iowa
287,Anthon,Iowa
7634,Des Moines,Iowa
397,Wellsburg,Iowa
241,Cylinder,Iowa
275,Plover,Iowa
7724,Waukee,Iowa
117,Moorhead,Iowa
527,Lake View,Iowa
4245,Eldridge,Iowa
1260,Roland,Iowa
329,Elliott,Iowa
4680,Tiffin,Iowa
360,Burr Oak,Iowa
353,Exira,Iowa
726,Estherville,Iowa
396,Calmar,Iowa
388,Lucas,Iowa
501,Rome,Iowa
4291,Riverdale,Iowa
665,Spencer,Iowa
1113,Newton,Iowa
379,Birmingham,Iowa
5486,Sandyville,Iowa
1967,Hills,Iowa
253,St. Benedict,Iowa
408,Royal,Iowa
1063,Clarksville,Iowa
1621,Hornick,Iowa
4611,Ely,Iowa
1001,Reasnor,Iowa
775,Webster City,Iowa
5247,Bouton,Iowa
729,Goose Lake,Iowa
377,Strawberry Point,Iowa
801,Stanwood,Iowa
207,Allerton,Iowa
607,Webb,Iowa
240,Irvington,Iowa
281,Wyoming,Iowa
1997,Salix,Iowa
7779,Altoona,Iowa
432,Holy Cross,Iowa
251,New Haven,Iowa
8454,Sheldahl,Iowa
259,Millerton,Iowa
253,Burt,Iowa
1548,North Buena Vista,Iowa
7085,Adel,Iowa
5810,Maxwell,Iowa
476,Dows,Iowa
6458,Swan,Iowa
362,Decorah,Iowa
0,Anderson,Iowa
424,Malcom,Iowa
396,Masonville,Iowa
604,Tama,Iowa
394,Aurelia,Iowa
266,Weldon,Iowa
216,Danbury,Iowa
331,Panora,Iowa
133,Maloy,Iowa
8496,Granger,Iowa
301,Yorktown,Iowa
804,Plymouth,Iowa
1976,Fairbank,Iowa
345,Lorimor,Iowa
468,Toeterville,Iowa
511,Little Rock,Iowa
7515,Mitchellville,Iowa
0,Roseville,Iowa
193,Ricketts,Iowa
470,Lytton,Iowa
6786,Minburn,Iowa
7119,Indianola,Iowa
178,Lineville,Iowa
1511,Bellevue,Iowa
956,Truro,Iowa
2156,Frytown,Iowa
400,Fort Atkinson,Iowa
1316,Ogden,Iowa
1776,Brunsville,Iowa
191,Van Wert,Iowa
485,Matlock,Iowa
2529,Modale,Iowa
264,Cincinnati,Iowa
482,Little Cedar,Iowa
385,Blanchard,Iowa
536,Garwin,Iowa
3749,Marion,Iowa
3860,Milo,Iowa
636,Delmar,Iowa
7626,Norwalk,Iowa
2088,Atalissa,Iowa
630,Burlington,Iowa
1343,Henderson,Iowa
595,Rinard,Iowa
473,Scarville,Iowa
1947,Gilbertville,Iowa
222,New Market,Iowa
1486,Centralia,Iowa
427,Galva,Iowa
359,Yale,Iowa
780,Burchinal,Iowa
394,St. Lucas,Iowa
11295,Crescent,Iowa
549,Grandview,Iowa
525,Emmetsburg,Iowa
7268,Martensdale,Iowa
4193,Park View,Iowa
3889,Durant,Iowa
306,Elkader,Iowa
424,Arcadia,Iowa
452,Blairsburg,Iowa
431,Alta,Iowa
879,Franklin,Iowa
4070,Stockton,Iowa
275,West Bend,Iowa
4353,Cedar Rapids,Iowa
374,Swea City,Iowa
610,Frederika,Iowa
186,Lenox,Iowa
848,Chapin,Iowa
737,Fairfield,Iowa
400,Meriden,Iowa
2084,Hinton,Iowa
0,Meyer,Iowa
175,Cantril,Iowa
655,Milford,Iowa
526,Remsen,Iowa
439,Keokuk,Iowa
2987,Shellsburg,Iowa
1898,New Hartford,Iowa
591,Goodell,Iowa
285,North Washington,Iowa
244,Titonka,Iowa
339,Webster,Iowa
231,Lone Rock,Iowa
364,Carroll,Iowa
438,Colesburg,Iowa
357,Varina,Iowa
569,Richland,Iowa
501,Sidney,Iowa
866,Oskaloosa,Iowa
655,West Okoboji,Iowa
279,Rolfe,Iowa
496,Pleasant Plain,Iowa
618,Chillicothe,Iowa
1466,Marengo,Iowa
750,Swaledale,Iowa
727,Rose Hill,Iowa
400,Irwin,Iowa
624,Sioux Center,Iowa
1542,Cascade,Iowa
440,Sumner,Iowa
11538,Carter Lake,Iowa
7593,Spring Hill,Iowa
846,Cotter,Iowa
620,Peterson,Iowa
539,Hawarden,Iowa
460,Oyens,Iowa
7489,Van Meter,Iowa
331,Imogene,Iowa
836,Forest City,Iowa
366,Chelsea,Iowa
228,Rake,Iowa
446,Wall Lake,Iowa
1373,Akron,Iowa
398,Hancock,Iowa
759,Olin,Iowa
686,Graettinger,Iowa
430,Nashua,Iowa
7617,Carlisle,Iowa
810,Rudd,Iowa
245,Decatur City,Iowa
222,Kent,Iowa
768,Sheffield,Iowa
942,Boxholm,Iowa
301,Ackley,Iowa
2939,Winterset,Iowa
2012,Moville,Iowa
325,Clarion,Iowa
8316,Silver City,Iowa
436,Harlan,Iowa
2176,Merrill,Iowa
270,Corydon,Iowa
3067,Central City,Iowa
465,Hartwick,Iowa
217,Maquoketa,Iowa
406,Kanawha,Iowa
1546,New Vienna,Iowa
494,Green Mountain,Iowa
553,George,Iowa
1370,Carson,Iowa
276,Coburg,Iowa
257,Beaconsfield,Iowa
501,Williams,Iowa
270,Woden,Iowa
7470,Hartford,Iowa
244,Corning,Iowa
208,Milton,Iowa
4602,Bertram,Iowa
817,Ventura,Iowa
780,Beaverdale,Iowa
400,Stockport,Iowa
1410,Parnell,Iowa
293,Portsmouth,Iowa
503,Calumet,Iowa
613,Orange City,Iowa
540,Craig,Iowa
657,Preston,Iowa
1960,Washburn,Iowa
590,Marathon,Iowa
694,Martinsburg,Iowa
287,Jefferson,Iowa
549,Douds,Iowa
548,Marysville,Iowa
8466,Treynor,Iowa
217,Grand River,Iowa
249,Hutchins,Iowa
158,Delphos,Iowa
400,Curlew,Iowa
243,Buffalo Center,Iowa
345,Lansing,Iowa
246,Thompson,Iowa
380,Melrose,Iowa
1423,Fraser,Iowa
355,Ossian,Iowa
546,Drakesville,Iowa
400,Woodburn,Iowa
272,Bagley,Iowa
4546,Homestead,Iowa
355,Westphalia,Iowa
400,Osceola,Iowa
682,Miles,Iowa
1612,Rickardsville,Iowa
192,Lime Springs,Iowa
396,Stanley,Iowa
1657,Dexter,Iowa
199,Battle Creek,Iowa
518,Harvey,Iowa
671,Knoxville,Iowa
436,Bayard,Iowa
1132,Hazleton,Iowa
284,Clayton,Iowa
552,Quasqueton,Iowa
0,Mona,Iowa
1812,Rhodes,Iowa
2106,Lawton,Iowa
762,Eagle Grove,Iowa
1652,Asbury,Iowa
559,Libertyville,Iowa
306,Marquette,Iowa
0,Holiday Lake,Iowa
0,Bolan,Iowa
261,Lakota,Iowa
3423,Camanche,Iowa
4594,Amana,Iowa
1068,Andrew,Iowa
331,Protivin,Iowa
763,Paton,Iowa
3041,Center Point,Iowa
312,Red Oak,Iowa
619,Rembrandt,Iowa
323,Elgin,Iowa
284,McGregor,Iowa
508,Beaver,Iowa
260,Centerville,Iowa
307,Millersburg,Iowa
280,Dow City,Iowa
261,Hawkeye,Iowa
557,Harris,Iowa
1535,Mount Auburn,Iowa
401,Larrabee,Iowa
624,Sabula,Iowa
226,Woodbine,Iowa
446,Breda,Iowa
428,Guernsey,Iowa
1677,Sageville,Iowa
331,Earling,Iowa
275,Baldwin,Iowa
3198,Robins,Iowa
352,Glidden,Iowa
604,Barnes City,Iowa
791,Searsboro,Iowa
157,Kellerton,Iowa
352,Kirkman,Iowa
590,Batavia,Iowa
374,Early,Iowa
66,Castana,Iowa
683,Blakesburg,Iowa
8167,Madrid,Iowa
364,Britt,Iowa
9834,Glenwood,Iowa
1711,Welton,Iowa
800,Woolstock,Iowa
5065,Colfax,Iowa
656,Pioneer,Iowa
354,Ledyard,Iowa
4464,High Amana,Iowa
567,Melcher-Dallas,Iowa
1767,Grundy Center,Iowa
312,Dumont,Iowa
537,Brighton,Iowa
723,Otho,Iowa
2858,Van Horne,Iowa
8184,Johnston,Iowa
8545,Bondurant,Iowa
7191,Cambridge,Iowa
836,Fertile,Iowa
483,West Chester,Iowa
6636,Bevington,Iowa
1494,Le Mars,Iowa
275,Essex,Iowa
811,Garner,Iowa
1005,Oakland Acres,Iowa
1944,Morrison,Iowa
667,Gruver,Iowa
594,Gowrie,Iowa
4126,Walcott,Iowa
414,Ayrshire,Iowa
1867,Tipton,Iowa
372,Marne,Iowa
236,Benton,Iowa
383,Liscomb,Iowa
350,Lu Verne,Iowa
634,Salem,Iowa
565,Randolph,Iowa
861,Sully,Iowa
593,Montour,Iowa
1140,Carpenter,Iowa
1674,Dubuque,Iowa
4010,Low Moor,Iowa
1937,Kingsley,Iowa
529,Ashton,Iowa
532,Udell,Iowa
446,Kinross,Iowa
369,Scranton,Iowa
4595,East Amana,Iowa
3558,Larchwood,Iowa
2996,Urbana,Iowa
1652,Durango,Iowa
138,Mount Sterling,Iowa
607,Fostoria,Iowa
438,Bassett,Iowa
381,Farmington,Iowa
3495,Earlham,Iowa
2044,Evansdale,Iowa
1362,Story City,Iowa
397,Waucoma,Iowa
1926,Waverly,Iowa
537,Somers,Iowa
255,Colwell,Iowa
1854,Traer,Iowa
1808,Minden,Iowa
3025,Morley,Iowa
709,Columbus Junction,Iowa
965,Clemons,Iowa
298,Riceville,Iowa
555,Hospers,Iowa
305,Magnolia,Iowa
444,Greenville,Iowa
11538,Council Bluffs,Iowa
858,Beacon,Iowa
9881,McClelland,Iowa
4261,South Amana,Iowa
898,Oakville,Iowa
203,Soldier,Iowa
483,Beaman,Iowa
170,Shannon City,Iowa
743,Wallingford,Iowa
401,Deloit,Iowa
316,Onslow,Iowa
915,Linden,Iowa
5508,St. Charles,Iowa
315,Vining,Iowa
581,Floyd,Iowa
517,Doon,Iowa
345,Avoca,Iowa
392,Bedford,Iowa
251,Greeley,Iowa
1620,Stanhope,Iowa
8483,Alleman,Iowa
214,Clearfield,Iowa
603,Sigourney,Iowa
489,Popejoy,Iowa
574,Barnum,Iowa
233,Numa,Iowa
279,Plano,Iowa
167,Jolley,Iowa
202,Havelock,Iowa
635,Orchard,Iowa
2924,Prairieburg,Iowa
714,Columbus City,Iowa
185,Correctionville,Iowa
444,Schaller,Iowa
323,Auburn,Iowa
466,Manilla,Iowa
539,Logan,Iowa
377,New Hampton,Iowa
514,Rock Valley,Iowa
276,Moulton,Iowa
2725,Blairstown,Iowa
923,Lake Mills,Iowa
3227,Martelle,Iowa
782,University Park,Iowa
347,River Sioux,Iowa
1531,Dyersville,Iowa
4602,Oxford,Iowa
524,Marcus,Iowa
203,Mapleton,Iowa
708,Rutland,Iowa
294,Charles City,Iowa
389,Belle Plaine,Iowa
646,Ollie,Iowa
2030,Readlyn,Iowa
317,Earlville,Iowa
872,Portland,Iowa
619,Hartley,Iowa
320,Orient,Iowa
1885,Shell Rock,Iowa
648,Fruitland,Iowa
854,West Point,Iowa
2521,Perry,Iowa
551,Deep River,Iowa
1986,Sloan,Iowa
141,Blockton,Iowa
274,Arion,Iowa
258,Ottosen,Iowa
4339,Panorama Park,Iowa
308,Hepburn,Iowa
727,Renwick,Iowa
1375,Randall,Iowa
319,Lawler,Iowa
699,Hayesville,Iowa
266,Coulter,Iowa
725,Humboldt,Iowa
494,Struble,Iowa
753,Mount Pleasant,Iowa
262,Iowa Falls,Iowa
392,Arlington,Iowa
2290,West Branch,Iowa
546,Leighton,Iowa
3407,Atkins,Iowa
384,Newell,Iowa
673,Houghton,Iowa
649,Morning Sun,Iowa
335,Farmersburg,Iowa
4104,Blue Grass,Iowa
199,Prescott,Iowa
923,Garrison,Iowa
400,Dana,Iowa
443,Galt,Iowa
720,Charlotte,Iowa
2184,Rochester,Iowa
455,Shelby,Iowa
390,Cherokee,Iowa
6312,Patterson,Iowa
856,Dayton,Iowa
276,Algona,Iowa
464,Brooklyn,Iowa
198,Chester,Iowa
649,Bradgate,Iowa
157,Blencoe,Iowa
489,Duncan,Iowa
418,Ringsted,Iowa
3711,University Heights,Iowa
818,Lake Park,Iowa
1475,Bankston,Iowa
507,Alexander,Iowa
304,Guthrie Center,Iowa
4630,Walford,Iowa
1889,Wellman,Iowa
745,Vincent,Iowa
701,Hedrick,Iowa
367,Lost Nation,Iowa
597,Maurice,Iowa
279,Harpers Ferry,Iowa
331,Lake Panorama,Iowa
478,Manning,Iowa
857,Manly,Iowa
4607,Lisbon,Iowa
342,Thayer,Iowa
582,Gilmore City,Iowa
601,Toledo,Iowa
306,Clarinda,Iowa
2576,Conroy,Iowa
3409,New Liberty,Iowa
617,Chatsworth,Iowa
748,Thor,Iowa
766,Berkley,Iowa
323,Yetter,Iowa
5311,Prairie City,Iowa
489,Lowden,Iowa
229,Leon,Iowa
732,Eddyville,Iowa
795,Meservey,Iowa
287,Kiron,Iowa
1474,Epworth,Iowa
394,Spillville,Iowa
683,Ruthven,Iowa
0,California Junction,Iowa
562,Leland,Iowa
963,St. Ansgar,Iowa
246,Mystic,Iowa
397,Buckeye,Iowa
426,Belmond,Iowa
1358,Monroe,Iowa
175,Pomeroy,Iowa
320,Grant,Iowa
363,West Union,Iowa
7630,Cumming,Iowa
1569,Luxemburg,Iowa
342,Delhi,Iowa
356,Paullina,Iowa
547,Monticello,Iowa
361,Athelstan,Iowa
2427,Bartlett,Iowa
2439,Malvern,Iowa
336,Clermont,Iowa
734,Ottumwa,Iowa
1689,Hastings,Iowa
1524,Dysart,Iowa
699,Terril,Iowa
413,Truesdale,Iowa
3513,Lester,Iowa
204,Bancroft,Iowa
549,Wayland,Iowa
941,Plainfield,Iowa
3895,Dixon,Iowa
248,Denison,Iowa
420,College Springs,Iowa
261,Garden Grove,Iowa
593,Fremont,Iowa
1108,New Albin,Iowa
432,Jacksonville,Iowa
1030,Thurman,Iowa
508,Whitten,Iowa
452,Arthur,Iowa
848,Lynnville,Iowa
575,Oelwein,Iowa
357,Coon Rapids,Iowa
3134,Palo,Iowa
342,Hopkinton,Iowa
4555,Middle Amana,Iowa
1544,Tabor,Iowa
604,Palmer,Iowa
247,Northboro,Iowa
406,Quimby,Iowa
800,Melbourne,Iowa
357,Dedham,Iowa
467,Stuart,Iowa
1883,Hudson,Iowa
962,Clinton,Iowa
286,Greenfield,Iowa
469,Storm Lake,Iowa
444,Fredericksburg,Iowa
465,Farragut,Iowa
239,Tingley,Iowa
348,Macksburg,Iowa
2198,Sioux City,Iowa
378,Atlantic,Iowa
583,Delta,Iowa
633,Linn Grove,Iowa
210,Ute,Iowa
295,Adair,Iowa
387,Riverton,Iowa
396,Sac City,Iowa
385,Winthrop,Iowa
418,Armstrong,Iowa
355,Willey,Iowa
633,Packwood,Iowa
627,Rock Rapids,Iowa
411,Garber,Iowa
270,Monmouth,Iowa
313,Shenandoah,Iowa
8354,Saylorville,Iowa
174,Casey,Iowa
4212,McCausland,Iowa
2915,Walker,Iowa
798,Harcourt,Iowa
4049,Buffalo,Iowa
528,Albion,Iowa
260,Hampton,Iowa
664,Whiting,Iowa
525,Westwood,Iowa
1071,Otranto,Iowa
176,Pocahontas,Iowa
646,Moorland,Iowa
370,Afton,Iowa
3096,Newhall,Iowa
422,Keswick,Iowa
242,Clutier,Iowa
1662,Sherrill,Iowa
283,Dunlap,Iowa
378,Alden,Iowa
2222,Nichols,Iowa
351,Cresco,Iowa
1418,Ryan,Iowa
476,Eldora,Iowa
7380,Dallas Center,Iowa
402,Springbrook,Iowa
468,Victor,Iowa
661,Letts,Iowa
342,Castalia,Iowa
3218,Collins,Iowa
348,Churdan,Iowa
715,Coalville,Iowa
732,Fort Madison,Iowa
8774,Underwood,Iowa
755,Rowley,Iowa
8422,Slater,Iowa
312,Bode,Iowa
249,Cumberland,Iowa
322,Volga,Iowa
237,Derby,Iowa
6789,De Soto,Iowa
656,Clare,Iowa
291,Tennant,Iowa
853,Grinnell,Iowa
767,Hardy,Iowa
4127,Maysville,Iowa
482,Aspinwall,Iowa
333,Lake City,Iowa
598,Gladbrook,Iowa
4064,Bettendorf,Iowa
262,Edgewood,Iowa
255,Fayette,Iowa
1376,Northwood,Iowa
414,Braddyville,Iowa
805,Dougherty,Iowa
8072,Huxley,Iowa
293,Emerson,Iowa
429,Archer,Iowa
8393,Ankeny,Iowa
